# Data structure:

# Category, Name, Profile class, geometric data...

# All measures must be in millimeters

# Possible profile classes are:

# C=  Circular tube
# H=  H- or I-profile
# R=  Rectangular
# RH= Rectangular hollow
# U=  U-profile

# Additional profile types must be implemented in ArchProfile.py first

###########################################


# Circular Hollow Sections

# Category,Name,C,Outside diameter,Thickness

IS SHS,SHS113.5x113.5x4.5,RH,113.5,113.5,4.5
IS SHS,SHS113.5x113.5x4.8,RH,113.5,113.5,4.8
IS SHS,SHS113.5x113.5x5.4,RH,113.5,113.5,5.4
IS SHS,SHS113.5x113.5x6,RH,113.5,113.5,6
IS SHS,SHS125x125x4.5,RH,125,125,4.5
IS SHS,SHS125x125x5,RH,125,125,5
IS SHS,SHS125.5x125.5x6,RH,125.5,125.5,6
IS SHS,SHS132x132x4.8,RH,132,132,4.8
IS SHS,SHS132x132x5.4,RH,132,132,5.4
IS SHS,SHS132x132x6,RH,132,132,6
IS SHS,SHS150x150x5,RH,150,150,5
IS SHS,SHS150x150x6,RH,150,150,6


# U-profile

# Category,Name,U,width,height,web thickness,flange thickness

UPE,UPE80,U,80,50,4,7
UPE,UPE100,U,100,55,4.5,7.5
UPE,UPE120,U,120,60,5,8
UPE,UPE140,U,140,65,5,9
UPE,UPE160,U,160,70,5.5,9.5
UPE,UPE180,U,180,75,5.5,10.5
UPE,UPE200,U,200,80,6,11
UPE,UPE220,U,220,85,6.5,12
UPE,UPE240,U,240,90,7,12.5
UPE,UPE270,U,270,95,7.5,13.5
UPE,UPE300,U,300,100,9.5,15
UPE,UPE330,U,330,105,11,16
UPE,UPE360,U,360,110,12,17
UPE,UPE400,U,400,115,13.5,18

# US Aluminium C channels

Aluminium C Channel,2x1 Channel,U,50.8,25.4,3.302,3.302
Aluminium C Channel,2x1.25 Channel,U,50.8,31.75,6.604,4.318
Aluminium C Channel,3x1.5 Channel,U,76.2,38.1,5.08,3.302
Aluminium C Channel,3x1.75 Channel,U,76.2,44.45,6.604,4.318
Aluminium C Channel,4x2 Channel,U,101.6,50.8,5.842,3.81
Aluminium C Channel,4x2.25 Channel,U,101.6,57.15,7.366,4.826
Aluminium C Channel,5x2.25 Channel,U,127,57.15,6.604,3.81
Aluminium C Channel,5x2.75 Channel,U,127,69.85,8.128,4.826
Aluminium C Channel,6x2.5 Channel,U,152.4,63.5,7.366,4.318
Aluminium C Channel,6x3.25 Channel,U,152.4,82.55,8.89,5.334
Aluminium C Channel,7x2.75 Channel,U,177.8,69.85,7.366,4.318
Aluminium C Channel,7x3.5 Channel,U,177.8,88.9,9.652,5.334
Aluminium C Channel,8x3 Channel,U,203.2,76.2,8.89,4.826
Aluminium C Channel,8x3.75 Channel,U,203.2,95.25,10.414,6.35
Aluminium C Channel,9x3.25 Channel,U,228.6,82.55,8.89,5.842
Aluminium C Channel,9x4 Channel,U,228.6,101.6,11.176,7.366
Aluminium C Channel,10x3.5 Channel,U,254,88.9,10.414,6.35
Aluminium C Channel,10x4.25 Channel,U,254,107.95,12.7,7.874
Aluminium C Channel,12x4 Channel,U,304.8,101.6,11.938,7.366
Aluminium C Channel,12x5 Channel,U,304.8,127,15.748,8.89


# Indian Standard Channel Sections (U profiles)

IS Channel,ISJC100,U,100,45,3,5.1
IS Channel,ISJC125,U,125,50,3,6.6
IS Channel,ISJC150,U,150,55,3.6,6.9
IS Channel,ISJC175,U,175,60,3.6,6.9
IS Channel,ISJC200,U,200,70,4.1,7.1
IS Channel,ISLC75,U,75,40,3.7,6
IS Channel,ISLC100,U,100,50,4,6.4
IS Channel,ISLC125,U,125,65,4.4,6.6
IS Channel,ISLC150,U,150,75,4.8,7.8
IS Channel,ISLC175,U,175,75,5.1,9.5
IS Channel,ISLC200,U,200,75,5.5,10.8
IS Channel,ISLC225,U,225,90,5.8,10.2
IS Channel,ISLC250,U,250,100,6.1,10.7
IS Channel,ISLC300,U,300,100,6.7,11.6
IS Channel,ISLC350,U,350,100,7.4,12.5
IS Channel,ISLC400,U,400,100,8,14
IS Channel,ISMC75,U,75,40,4.4,7.3
IS Channel,ISMC100,U,100,50,4.7,7.5
IS Channel,ISMC125,U,125,65,5,8.1
IS Channel,ISMC150,U,150,75,5.4,9
IS Channel,ISMC175,U,175,75,5.7,10.2
IS Channel,ISMC200,U,200,75,6.1,11.4
IS Channel,ISMC225,U,225,80,6.4,12.4
IS Channel,ISMC250,U,250,80,7.1,14.1
IS Channel,ISMC300,U,300,90,7.6,13.6
IS Channel,ISMC350,U,350,100,8.1,13.5
IS Channel,ISMC400,U,400,100,8.6,15.3


# L-profiles

# Category,Name,U,width,height,thickness


# Indian Standard Angle Sections (L profiles)

IS Angle,ISA20x20x3,L,20,20,3
IS Angle,ISA20x20x4,L,20,20,4
IS Angle,ISA25x25x3,L,25,25,3
IS Angle,ISA25x25x4,L,25,25,4
IS Angle,ISA25x25x5,L,25,25,5
IS Angle,ISA30x30x3,L,30,30,3
IS Angle,ISA30x30x4,L,30,30,4
IS Angle,ISA30x30x5,L,30,30,5
IS Angle,ISA35x35x3,L,35,35,3
IS Angle,ISA35x35x4,L,35,35,4
IS Angle,ISA35x35x5,L,35,35,5
IS Angle,ISA35x35x6,L,35,35,6
IS Angle,ISA40x40x3,L,40,40,3
IS Angle,ISA40x40x4,L,40,40,4
IS Angle,ISA40x40x5,L,40,40,5
IS Angle,ISA40x40x6,L,40,40,6
IS Angle,ISA45x45x3,L,45,45,3
IS Angle,ISA45x45x4,L,45,45,4
IS Angle,ISA45x45x5,L,45,45,5
IS Angle,ISA45x45x6,L,45,45,6
IS Angle,ISA50x50x3,L,50,50,3
IS Angle,ISA50x50x4,L,50,50,4
IS Angle,ISA50x50x5,L,50,50,5
IS Angle,ISA50x50x6,L,50,50,6
IS Angle,ISA55x55x4,L,55,55,4
IS Angle,ISA55x55x5,L,55,55,5
IS Angle,ISA55x55x6,L,55,55,6
IS Angle,ISA55x55x8,L,55,55,8
IS Angle,ISA60x60x4,L,60,60,4
IS Angle,ISA60x60x5,L,60,60,5
IS Angle,ISA60x60x6,L,60,60,6
IS Angle,ISA60x60x8,L,60,60,8
IS Angle,ISA65x65x4,L,65,65,4
IS Angle,ISA65x65x5,L,65,65,5
IS Angle,ISA65x65x6,L,65,65,6
IS Angle,ISA65x65x8,L,65,65,8
IS Angle,ISA70x70x5,L,70,70,5
IS Angle,ISA70x70x6,L,70,70,6
IS Angle,ISA70x70x8,L,70,70,8
IS Angle,ISA70x70x10,L,70,70,10
IS Angle,ISA75x75x5,L,75,75,5
IS Angle,ISA75x75x6,L,75,75,6
IS Angle,ISA75x75x8,L,75,75,8
IS Angle,ISA75x75x10,L,75,75,10
IS Angle,ISA80x80x6,L,80,80,6
IS Angle,ISA80x80x8,L,80,80,8
IS Angle,ISA80x80x10,L,80,80,10
IS Angle,ISA80x80x12,L,80,80,12
IS Angle,ISA90x90x6,L,90,90,6
IS Angle,ISA90x90x8,L,90,90,8
IS Angle,ISA90x90x10,L,90,90,10
IS Angle,ISA90x90x12,L,90,90,12
IS Angle,ISA100x100x6,L,100,100,6
IS Angle,ISA100x100x8,L,100,100,8
IS Angle,ISA100x100x10,L,100,100,10
IS Angle,ISA100x100x12,L,100,100,12
IS Angle,ISA110x110x8,L,110,110,8
IS Angle,ISA110x110x10,L,110,110,10
IS Angle,ISA110x110x12,L,110,110,12
IS Angle,ISA110x110x16,L,110,110,16
IS Angle,ISA130x130x8,L,130,130,8
IS Angle,ISA130x130x10,L,130,130,10
IS Angle,ISA130x130x12,L,130,130,12
IS Angle,ISA130x130x16,L,130,130,16
IS Angle,ISA150x150x10,L,150,150,10
IS Angle,ISA150x150x12,L,150,150,12
IS Angle,ISA150x150x16,L,150,150,16
IS Angle,ISA150x150x20,L,150,150,20
IS Angle,ISA200x200x10,L,200,200,10
IS Angle,ISA200x200x12,L,200,200,12
IS Angle,ISA200x200x16,L,200,200,16
IS Angle,ISA200x200x20,L,200,200,20


# T-profiles

# Category,Name,H,width,height,web thickness,flange thickness


# Indian Standard Tee Bar Sections (T profiles)

IS Tee,ISNT 20,T,20,20,4,4
IS Tee,ISNT 30,T,30,30,4,4
IS Tee,ISNT 40,T,40,40,6,6
IS Tee,ISNT 50,T,50,50,6,6
IS Tee,ISNT 60,T,60,60,6,6
IS Tee,ISNT 75,T,75,75,9,9
IS Tee,ISNT 100,T,100,100,10,10
IS Tee,ISNT 150,T,150,150,10,10
IS Tee,ISDT 100,T,50,100,5.8,10
IS Tee,ISDT 150,T,75,100,8,11.6
IS Tee,ISLT 200,T,165,200,8,12.5
IS Tee,ISLT 250,T,180,250,9.2,14.1
IS Tee,ISMT 50,T,70,50,4.5,7.5
IS Tee,ISMT 62.5,T,70,62.5,5,8
IS Tee,ISMT 75,T,75,75,5,8
IS Tee,ISMT 87.5,T,85,87.5,5.8,9
IS Tee,ISMT 100,T,100,100,5.7,10.8
IS Tee,ISHT 75,T,150,75,8.4,9
IS Tee,ISHT 100,T,200,100,7.8,9
IS Tee,ISHT 125,T,250,125,8.8,9.7
IS Tee,ISHT 150,T,250,150,7.6,10.6
